filename,caption,tags,actual,predicted,correct
39887366_304157750363826_2594978047211864064_n.jpg,Where is the Bhaji?? 🤔 #pavbhaji #cheese #streetfood #mumbai #foodporn #foodie,mumbai foodie streetfood pavbhaji foodporn cheese,1,0,False
39946887_1433874583382805_5873776821375336448_n.jpg,"•
•
•
•
•
#food #foodporn #foodie #comfortfood #tasty #vadilal #happiness #yummyfood #jodhpur #corn #foodstagram #foodielife #deliciousness @jodhpurfoodie @jodhpur_foodie_cafes @foodmaniacindia @foodiesofindia  @thecrazyindianfoodie  @thecrazyindianfoodie @jodhpurfoodworld @desserts.opassion @mumbaifoodcrush @therawtextures @hey.delhi  @hey.mumbai @hungrychokro_escapades @splendideats  @hungrito#food #foodporn #foodie #comfortfood #tasty #vadilal #happiness #like4like #followforfollow #fff #yummyfood #jodhpur #corn #foodstagram #repostit #repostiftagged #foodielife #deliciousness @jodhpurfoodie @jodhpur_foodie_cafes @foodmaniacindia @foodiesofindia @thecrazyindianfoodie  @thecrazyindianfoodie@thecrazyindianfoodie  @thecrazyindianfoodie @jodhpurfoodworld @desserts.passion @mumbaifoodcrush @therawtextures @hey.delhi  @cakebakerybeauty  @food_first_always @foodjournal_mumbai @buzzfeedfood @foodyvid @foodys @foodelhi @wearegurgaon_ @thepunefoodie @foodiefrombombay  @lighthouse_foodie  @foodievid @hungrito @manchibaba@manchibaba @thefoodpunch @splendideats @foodofgoa #pavbhaji @food_ys#food #foodporn #foodie #comfortfood #tasty #vadilal #happiness #yummyfood #jodhpur #corn #foodstagram #foodielife #deliciousness @jodhpurfoodie @jodhpur_foodie_cafes @foodmaniacindia @foodiesofindia  @thecrazyindianfoodie  @thecrazyindianfoodie @jodhpurfoodworld @desserts.passion @mumbaifoodcrush @therawtextures @hey.delhi  @hey.mumbai @hungrychokro_escapades @splendideats  @hungrito @ashokala_design @bricks_restaurant_n_bakers",repostit fff vadilal food tasty deliciousness happiness foodie corn repostiftagged pavbhaji yummyfood comfortfood foodporn followforfollow jodhpur foodielife foodstagram like4like,0,0,True
39810522_2065251833506122_6768139533826392064_n.jpg,"Pav Bhaji and Vada Pav is probably the best combination I have ever had 😍
The other day I was exploring Dwarka and I found this shop.
They sell different varieties of Pav Bhaji, Vada Pav and Tawa Pulao.
This place is a must must go.
The food is really good.
What: Pav Bhaji and Vada Pav
Where: FingerLickerz, Dwarka
#pavbhaji #vadapao #fingerlickerz #foodie #foodblogger #foodphotography #foodporn #dwarkafoodies #dwarka #dwarkadiaries #post #pictureoftheday #saturday #insta #instamusic #instagram #follower #follow_me #follow4follow #comment4comment #likeforlikes #likeforlike👍 #fff #fun #love #amazing #instag #tag #followme",follow4follow fun foodphotography foodblogger foodie followme dwarkafoodies likeforlike amazing vadapao follower insta foodporn fingerlickerz post instamusic love tag dwarkadiaries fff instag follow_me dwarka instagram saturday pavbhaji comment4comment pictureoftheday likeforlikes,1,1,True
39238605_2133945243539883_7666761084308553728_n.jpg,"Heer-Ranjha
Romeo-Juliet
Veer-Zara
Barish-Pav bhaji 🤪
.
.
This one from @dadussweet , Pune was such a treat. Hot spicy street style bhaji with easy to eat crisp cubes of Pav. And look at that butter, there is always loads of extra butter making bhaji heavenly ! .
.
Location: Dadu’s , Pune
.
.
#foodinsta #foodstyling #foodphotography #indianfoodbloggers #pune #foodlove #foodgasm #pavbhaji #foodgram #foodblogfeed #buzzfeast #instadaily #vada #instafood #foodie #eeeeeats #sopune #bhaji #instayum #foodphoto #dailyfoodfeed #f52grams #thelittlefatgirl #foodstagram
#bangaloreblogger #foodblogger",foodgram foodphotography bhaji instayum foodblogger foodie indianfoodbloggers buzzfeast f52grams sopune dailyfoodfeed foodstyling foodlove foodinsta foodblogfeed instafood instadaily bangaloreblogger pune thelittlefatgirl foodstagram eeeeeats foodphoto vada pavbhaji foodgasm,1,1,True
39851009_258063608370030_1983295779942432768_n.jpg,"My all time obsession, “PavBhaji and love for Blue”
.
#indianfood #pavbhaji #indiancuisine #cookandeat #memorableweekend #blue #crocery #goodfood #healthyfood #guidelines #curves #foodphotography #foodphotographer #foodfood #foodgasm #food #cooking #foodstagram #eatandtreats #eatrepeat #iphonephotography #mchaitaliphotography",healthyfood foodphotography cookandeat blue foodphotographer indianfood crocery eatrepeat cooking iphonephotography goodfood curves guidelines foodstagram memorableweekend mchaitaliphotography indiancuisine food pavbhaji foodfood foodgasm eatandtreats,0,1,False
39245148_522742524814674_5437082448141746176_n.jpg,"Street style Pav bhaji made at home.. Taste bhi health bhi 💯 .
.
Follow @nirvana_taste to stay updated with all the latest updates!! .
👉🏻 Follow: @nirvana_taste
.
.
#nirvana_taste #pavbhaji #homemade #healthy #wheatbun #amulbutter #yummy #weekend #sundayvibes #foodie #chandigarhfoodblogger #foodporn #foodgasm #foodstagram #instagood #instafood #foodlover #l4l #follow4follow",instagood follow4follow foodlover weekend sundayvibes wheatbun amulbutter foodgasm foodie pavbhaji nirvana_taste healthy instafood foodporn foodstagram chandigarhfoodblogger yummy homemade l4l,1,1,True
39494000_2071364902888258_91722900666580992_n.jpg,#pavbhaji #homemade #cooking #indianfood 😍,pavbhaji indianfood cooking homemade,1,1,True
39314883_2040672075977599_5096744300394315776_n.jpg,"Throwback to friday night dinner spread
Don't forget to swipe left",,0,0,True
25007049_1999304547019423_8482995541326692352_n.jpg,#panipuri #pavbhaji #gulabjamun #kulfi #idiev #idli #vada #tundercoconut #fishfry #samosa #butterchicken #limesoda #biryani #palakpaneer #ladoo #jalebi #vadapav #chapathi #masaladosa #pickle #foodlover #foodillustration #sticker #snapchats #indianfood #spicy #satishgangaiah #streetfood #worldfood #emojis,emojis vadapav worldfood panipuri chapathi sticker indianfood fishfry butterchicken foodlover snapchats ladoo spicy idiev palakpaneer idli biryani masaladosa tundercoconut samosa limesoda kulfi foodillustration satishgangaiah vada jalebi streetfood pavbhaji gulabjamun pickle,0,0,True
39486373_1875982422707833_1088529104342351872_n.jpg,"One box of Healthy heart mix is 94% lower on fat compared to pav bhaji
#NutriSprout, Nutrition simplified
To know more, click link in bio!
#pavbhaji
#streetfood
#fat
#healthcare
#healthy
#heart
#organic
#sprouts
#love
#food
#recipes
#health
#care
#fitness
#eating
#stayhealthy
#happyhealthy
#diet
#eathealthy
#healthyliving
#healthyfood",eathealthy healthyfood stayhealthy healthy recipes eating NutriSprout diet health sprouts fat love heart organic care happyhealthy food fitness streetfood pavbhaji healthyliving healthcare,0,0,True
39929912_2133051663577600_9114313746238406656_n.jpg,Pav Bhaji at Mumbai’s Juhu Beach. 2014. 🇮🇳 #India #Mumbai #Bombay #streetfood #pavbhaji #yummy #somuchbutter #sodelicious #instafood #instatravel #globetrotter #travel #wanderlust #foodie #instapassport #wander #becurious,Bombay India globetrotter travel instapassport Mumbai wander foodie instatravel streetfood pavbhaji instafood somuchbutter sodelicious yummy becurious wanderlust,0,1,False
39103471_287554878495926_2149356163546742784_n.jpg,"A world-famous fast food dish or perhaps the king of the street food from the western state of Maharashtra - Pav Bhaji is an amalgamation of vegetables gingered up with a unique blend of spices served with soft bread roll. Having originated during the thriving textile industry business in Mumbai, 
Pav Bhaji was invented as a midnight dish by street food vendors, made with all the leftover vegetables from the day, mashed up together, with loads of added spice, and butter. Bhaji is the Marathi word for a vegetable dish, and pav probably comes from the Portuguese word for bread. A mixture of vegetables mashed into a rich red-orange coloured spice mixture. Pav Bhaji is a flavourful combination of spicy and tangy, and is eaten with raw onions, a squeeze of lime and a dollop of butter.... .
.
📎Homemade 
Visit the blog for the RECIPE : 🍽
www.thehappytummytales.wordpress.com .
.
.
#thehappytummytales #THTT
#foodblog #foodbloggers #pavbhaji #pav #bhaji #recipes #homemade #easyrecipeideas #bloggerstyle #blogger #bloggers #indianfoodblogger #flavoursofindia #foodstagram #foodgram #foodiefeature #funwithfood #history #firstfoodpost",foodgram bhaji blogger recipes funwithfood flavoursofindia pav foodblog THTT bloggers thehappytummytales indianfoodblogger easyrecipeideas firstfoodpost foodstagram foodbloggers foodiefeature pavbhaji history bloggerstyle homemade,1,1,True
38963890_2145627965714408_4878308577321680896_n.jpg,"Is there anything better than some buttery Pav Bhaji on a rainy day? Enjoy this Mumbai delicacy along with our newly launched Mumbai special Sandwich for a chatpata day 😁
•••
#thehudsoncafe #northcampus #hudsonlane #cafe @justdelhiing #pavbhaji #mumbaifoodie #pavbhajilove @sodelhi #comfortfood #eeeeats #grub @lbbdelhincr #dimsums #sodelhi @dfordelhi #dfordelhi #ifoundawesome #saadidilli #justdelhiing",dfordelhi ifoundawesome dimsums mumbaifoodie pavbhaji justdelhiing grub northcampus comfortfood eeeeats thehudsoncafe pavbhajilove sodelhi saadidilli cafe hudsonlane,1,0,False
39326619_1037910136385491_8329909137232101376_n.jpg,"Pav Bhaji Kha Lo Friends 💕😎
.
Follow | @thebagpackerfoodie |
Follow | #thebagpackerfoodie |
.
#PavBhaji #eeeeeats #lbb #foodcoma #foodshot #streeteats #streetfood #foodporn #instafood #foodstagram #delhigram #Delhi_igers #eeeeeats #f52grams #foodlife #foodislife #foodisfuel #nomnom #spoonfeed #foodvsco #foodgasm #doublefry #blogizlyf",streeteats blogizlyf thebagpackerfoodie foodcoma spoonfeed foodlife f52grams instafood foodporn nomnom foodvsco foodshot lbb doublefry foodisfuel foodislife foodstagram eeeeeats Delhi_igers delhigram streetfood foodgasm PavBhaji,0,1,False
39877922_1169307859887773_9082777545140600832_n.jpg,"Homemade pav bhaji served with blob of butter and fresh cabbage as salad 😻
.
.
.
.

#instagram #foodporn #pavbhaji #healthy #vegetarian #india #asia #yummyinmytummy #eeeeeats #streetfood #food #potd #igers #delhi #followforfollowback #likeforlikes",yummyinmytummy india instagram food followforfollowback asia vegetarian pavbhaji streetfood potd healthy delhi igers foodporn likeforlikes eeeeeats,0,1,False
38934817_256148638365533_3063196466785812480_n.jpg,"Chicken biriyani for dinner 😍
.
.
From - Biryani Next Door
Follow @rassasy_delight
. .
.
. .
.
#noida #delhigram #kerala #delhidiaries #delhi #delhi_igers #waiwai #somumbai #sodelhi #bengaluru #newdelhi #mumbaidiaries #kolkata #sokolkata #delhifoodblogger #panipuri #kolkatadiaries #pavbhaji #kolkatagram #westbengal #delhifoodie #nepal #mumbaifoodie #mumbai #golgappe #golgappa #indianfood #biriyani #chicken",westbengal delhifoodie mumbai sokolkata panipuri mumbaifoodie newdelhi kolkatadiaries waiwai indianfood chicken mumbaidiaries delhidiaries golgappa kolkatagram golgappe kerala nepal delhifoodblogger somumbai kolkata biriyani delhigram pavbhaji delhi bengaluru noida delhi_igers sodelhi,0,0,True
39370549_534277150334808_2253681365843181568_n.jpg,#BeatsAndEats #Homemade #PavBhaji #FoodPorn #ComeOverBetch #JuHungry it was so good I had to #latergram this,BeatsAndEats Homemade PavBhaji ComeOverBetch latergram JuHungry FoodPorn,0,1,False
39404261_337182320355349_521779320339824640_n.jpg,"#mumbai #Vadodara #pavbhaji 
#foodporn #pornfood #indianfood #streetfood",Vadodara mumbai streetfood pavbhaji foodporn indianfood pornfood,1,1,True
39238606_301805927068087_3218988086096560128_n.jpg,#pavbhaji#rs_50#foodporn #food #foodie #foodstagram #instafood #foodphotography #foodgasm #foodlover #yummy #foodblogger #foodpics #delicious #instagood #foodpic #foodies #tasty #foods #yum #dinner #eat,foodphotography foodblogger foodie delicious foodpics foodlover instafood foodporn yum foodstagram yummy instagood foodpic foods food tasty dinner eat pavbhaji foodies foodgasm rs_50,1,1,True
39101428_453410611839722_3856435028951040000_n.jpg,"This is a spicy blend of #vegetables in tomato gravy served with #pav that is cooked with butter.
Follow @india_canteen
Check this out @toumnyc
@foodrad @foodie_4_everr
@foodie_mumbaikar7 @foodmunchiee @foodyfetish @friesbe4guysss @lurkforfood @thesassyfanaticfoodie 
#indiacanteen #tastyfix #rakshbandhan #rakhi #specialrecipe #pavbhaji",rakhi vegetables tastyfix indiacanteen specialrecipe pavbhaji pav rakshbandhan,1,1,True
39110966_551986135251881_2926386549929017344_n.jpg,"Today's lunch menu

Tawa pulao  _ is a famous Mumbai street food .It is an easy rice item which you can quickly prepare on tawa .I came across this recipe in Tarladalal's cook book. *You can prepare this recipe with left over rice too.
*Once the chopping is done ,pulao gets ready in minutes.
*Do not over cook the vegetables.Its should be crispy .
*Add any veggies of your choice.
* I have used beans,carrot ,capsicum,green peas,paneer.You can include baby corn,cauliflower,potatoes.

Recipe in the blog.

#easyrecipe,#pulao,#indianrice,#ricerecipe,#tawapulao,#easypulao,#mumbaistreetfood,#indianfoodblogger,#vegetable,#vegrecipes,#desikhana,#mumbaifood ,#pavbhaji,#whaticook,#whatsonmytable,#beautifulcusine,#cookinglight,#xiaomiclicks,#foodpron,#foodgasm,#bangalorefoodbloggers,#lunchmenu",mumbaistreetfood cookinglight pulao tawapulao vegrecipes whatsonmytable ricerecipe easyrecipe beautifulcusine whaticook indianrice bangalorefoodbloggers indianfoodblogger easypulao lunchmenu mumbaifood vegetable desikhana xiaomiclicks pavbhaji foodgasm foodpron,0,1,False
39178641_216471802555024_1163667091874643968_n.jpg,"Mini Pancakes with Nutella .
.
.
.
.
@worldofwafflesmohali is serving these amazig small pancakes with Nutella spread over it generously. .
.
.
.
#shotononeplus#pavbhaji #dwarka#vforveggie#dillifoodies #saadidilli #mumbaifoodies#indianfoodie#hungrydilliwaali#delhifoodwalks #mumbaiigers#indianstreetfood #delhifoodguide #delhitimes #delhibloggers #delhistreetfood #mumbaistreetfood #indianfoodiye #mumbaifoodiye #foodiye #chaibreak #mintsauce #incredibleindia #teatime☕ #indian_photography #maggie #indianstreetfood #pancakes",mumbaistreetfood mumbaiigers shotononeplus indianfoodie indianstreetfood vforveggie saadidilli mintsauce pancakes mumbaifoodies chaibreak foodiye maggie delhibloggers delhifoodwalks dillifoodies hungrydilliwaali ☕ delhitimes mumbaifoodiye dwarka delhistreetfood incredibleindia indian_photography pavbhaji indianfoodiye delhifoodguide,0,0,True
39371745_1879105248805938_6366169021993189376_n.jpg,"Cheese Pav Bhaji at Amar Juice Center.
.
Food:- 4/5
Service:-4/5
.
.
#livetoeatbombay #lteb #mumbaifood #mumbai #mumbailocal #pavbhaji #vegeterian #foodlove #spicy #mumbaispecial #juhu #nomnom",nomnom foodlove mumbaifood mumbaispecial mumbai vegeterian mumbailocal pavbhaji spicy livetoeatbombay juhu lteb,1,1,True
38996698_307921649968518_77529055955517440_n.jpg,Ladki baazi dost hota Ek #desi #yaar #pavbhaji #punjab #like #misalpav #konkan #marathination #bandra #navimumbaikar #dharavi #vada #dadar #bandstand #marathi #maharashtra #mumbaikars #gaali #asleel #fuckyou #hindi #btao #boy #bhadwo #pakoda #ashishchanchlani #tharki #ladka #mc #bbkivines,pakoda punjab tharki fuckyou misalpav yaar maharashtra bhadwo konkan dadar mumbaikars bandstand like hindi boy bbkivines btao mc bandra gaali desi ladka vada marathination asleel navimumbaikar ashishchanchlani pavbhaji dharavi marathi,0,0,True
39071358_1873968332721460_8593465879751032832_n.jpg,#foodie #pavbhaji #akabhajiraomastini #eidmubarak #eidaladha #vacationmode #iphone7 #foodporn #foodfood #bollywoodthemed #lovedit #bolgappadubai #yippieeee🤣 #dubai #visitdubai #dubaiparksandresorts #riverlanddubai,yippieeee bolgappadubai riverlanddubai eidmubarak foodie pavbhaji foodfood bollywoodthemed lovedit vacationmode foodporn dubai visitdubai dubaiparksandresorts iphone7 eidaladha akabhajiraomastini,1,0,False
38931043_282799438989353_8804605870726971392_n.jpg,"For all the pav bhaji lovers out there, @mumbai.77 has this sizzling “Cheese Pav Bhaji Fondue” which is delicious to another level ! 😋💯 #shoutoutforshoutout #pavbhaji #fondue #cheese🧀#foodblogger #foodforthought #foodstagram #fooddreamer #foodonmymindallthetime #24hoursfood #foodism #foodista #cravings #lovefood 🤗 #foodphotography #fooddecoration #googleguide",lovefood shoutoutforshoutout 24hoursfood foodphotography fooddecoration foodblogger cravings foodforthought foodista fooddreamer pavbhaji foodonmymindallthetime foodism fondue cheese googleguide foodstagram,0,1,False
38776809_2190213587675440_1173963386908573696_n.jpg,"The most iconic utterly delicious buttery Sardar Pav Bhaji 😋🔥😍
.
Credits 📸 : @foodmaniacindia 
Follow @vegguruindia to discover the best of Vegetarian Food 🌿
.
#mumbaikar #mumbaifoodie #foodofmumbai #mumbaimerijaan #mumbai_igers #foodtalkindia #foodmaniacindia #desifood #streetfood #grubzone #pavbhaji #mumbaifoodblogger #delhifood #nyceats #eatlocal #foodiesofinstagram #eatingfortheinsta #vscofood #feedfeed #eeeeeats #forkyeah #buzzfeast #f52grams #foreverhungry #vscofood #foodstagram #foodandwine #foodgawker #bombay #foodgasm",foodofmumbai eatlocal foodmaniacindia mumbaimerijaan mumbaifoodie buzzfeast f52grams grubzone nyceats eatingfortheinsta foodiesofinstagram desifood mumbai_igers delhifood mumbaikar forkyeah foodstagram eeeeeats mumbaifoodblogger foreverhungry foodgawker bombay streetfood pavbhaji feedfeed foodandwine foodtalkindia foodgasm vscofood,1,0,False
39272026_2228676887343794_2961399535642869760_n.jpg,"Aj to maine Lunch Mai Pav Bhaji khayi🤤😋😋😋
Aur aapne?

Garma garam pavbhaji with extra butter🤩

#pavbhaji #buttery#amulbutter #lunch #lunchtime #pavbhajilove #delhigram #delhicious #foodtrip #foodlife #foodiesofinstagram #foodie_munchies#indiandelicacy #indianfood#home#homemade",delhicious lunchtime foodie_munchies homemade amulbutter delhigram indiandelicacy indianfood pavbhaji foodlife buttery home lunch pavbhajilove foodiesofinstagram foodtrip,1,1,True
39741889_221235732076776_1409930565188059136_n.jpg,"When you can’t decide what to eat ~~ Eat everything! 😁🤘🏻
.
.
.
So, that was my lavish breakfast at Hotel Crystal Sarovar Premiere, Agra! .
.
.
#sincerelyfoodie #foodblogger #poha #dosa #vadasambar #muffin #donut #crossiant #danishpastry #agradiaries #travegram #pavbhaji #breakfastscenes #foodgram #travelgram #foodporn #foodcoma",agradiaries poha travegram donut sincerelyfoodie foodgram foodblogger breakfastscenes travelgram crossiant pavbhaji foodcoma foodporn muffin vadasambar dosa danishpastry,0,0,True
38658632_237462360248309_2359031501955268608_n.jpg,"That's what happiness looks like for a foodie..and when your friend says, ""extra butter wala mereko dena bhai""❤😋
.
.
.
.
🔥
#pavbhaji #alltimefav #goodtimes #friends #rainy #indianfood #gujju
#indianbreakfast #mumbai #mumbaifoodie #mumbaifoodlovers #mumbaifood #foodtalkindia #mumbaichafoodies #eeeeeats #itz_mumbai #foodofmumbai #instafood #ifoundawesome #rainydays #foodphotography #somumbai #things2doinmumbai #foodiesofindia #trellingmumbai  #lettherebefood #sugarshotstories  #theglocaljournal #behappy #grateful",foodofmumbai indianbreakfast mumbaichafoodies sugarshotstories foodphotography mumbai itz_mumbai mumbaifoodie foodiesofindia alltimefav indianfood grateful rainy goodtimes instafood things2doinmumbai friends trellingmumbai mumbaifoodlovers ifoundawesome lettherebefood gujju eeeeeats mumbaifood somumbai pavbhaji rainydays theglocaljournal behappy foodtalkindia,0,0,True
39578041_1719578684821572_63870033457053696_n.jpg,"Pav bhaji in our lunch today 😍😍
Had these at New kadimi restaurant ❤
Let us know in the comments what you guys are having 😃
.
.
Follow @thefizzlinggourmets ❤
Follow @thefizzlinggourmets ❤
.
.
Use #thefizzlinggourmets ❤
.
.
#lunch #pavbhaji #lunchideas #lunchtime #street #streetfood #foodvasco #foodporn #indianfood #tastyfood #delicious #tasty #tempting #delhi #delhifood #newdelhi #zingyzest #sodelhi #20likes #foodpic #chefmode #f52grams #eeeeats #comment4comment #lgtian #ncr #delhincr #foodblogger #indiansnacks",lunchtime sodelhi delhincr foodblogger newdelhi indiansnacks delicious indianfood lunch f52grams foodporn zingyzest lgtian chefmode foodvasco delhifood thefizzlinggourmets ncr street eeeeats tastyfood foodpic tasty lunchideas streetfood pavbhaji tempting comment4comment delhi 20likes,1,1,True
38766617_658430724541090_4786950856249442304_n.jpg,Lazy girl #pavbhaji #vegan,pavbhaji vegan,0,1,False
